image_id,iou,iou_inv,iou_inv_robust,used_inversion,pred_fg_ratio,gt_fg_ratio,agg_iou,agg_iou_inv,agg_iou_inv_robust,agg_used_inversion,agg_num_segments
rwtd_240,0.9394471367814906,0.037368774414056796,0.9394471367814906,0,0.61712646484375,0.5797576904296875,0.9394471367814906,0.9110780291198899,0.9394471367814906,0,1
rwtd_243,0.0,0.9224255354064295,0.9224255354064295,1,0.857666015625,0.0702056884765625,0.4932461406512722,0.9297943115232956,0.9297943115232956,1,2
rwtd_244,0.26688426223558565,0.678604125976459,0.678604125976459,1,0.9256439208984375,0.247039794921875,0.5088314790368631,0.7529602050780101,0.7529602050780101,1,4
rwtd_245,0.001496585913384857,0.9653241237688512,0.9653241237688512,1,0.6326904296875,0.347564697265625,0.9385137371727331,0.9653241237688512,0.9653241237688512,1,1
rwtd_246,0.5378697990823174,0.3140007808940727,0.5378697990823174,0,0.70953369140625,0.4770965576171875,0.5923904445497958,0.6334115805945335,0.6334115805945335,1,2
rwtd_247,0.011045806938502288,0.2795320125399051,0.2795320125399051,1,0.13934326171875,0.535247802734375,0.6107898113803486,0.465825495144075,0.6107898113803486,0,2
rwtd_25,0.004578123461650936,0.3759108657264852,0.3759108657264852,1,0.2334747314453125,0.3892974853515625,0.5023105452092378,0.6107025146483444,0.6107025146483444,1,3
rwtd_250,0.4662422439045819,0.35024291560018544,0.4662422439045819,0,0.657135009765625,0.31280517578125,0.7487946178281634,0.8522922069357716,0.8522922069357716,1,5
rwtd_251,0.4939604743082223,0.4797107521374735,0.4939604743082223,0,0.9484405517578125,0.493408203125,0.5112411067192868,0.5151839610197361,0.5151839610197361,1,2
rwtd_252,0.9368984787325854,0.011606065696438525,0.9368984787325854,0,0.1957855224609375,0.18499755859375,0.9368984787325854,0.9847937903299384,0.9847937903299384,1,1
rwtd_253,0.9578488005446214,0.022858366866074627,0.9578488005446214,0,0.602203369140625,0.5821075439453125,0.9753666743723575,0.9652082426349712,0.9753666743723575,0,2
rwtd_254,0.9856646690271773,0.004494794294362474,0.9856646690271773,0,0.4461822509765625,0.443634033203125,0.9856646690271773,0.9884938096146415,0.9884938096146415,1,1
rwtd_256,0.012119923453111352,0.0,0.012119923453111352,0,0.0060882568359375,0.5023345947265625,0.5023345947264859,0.5007138799759736,0.5023345947264859,0,2
rwtd_257,0.3961381019944883,0.5649075148036499,0.5649075148036499,1,0.9354400634765625,0.370819091796875,0.6529970165444392,0.6914134105159935,0.6914134105159935,1,2
rwtd_258,0.49345058166155337,0.4864045461038292,0.49345058166155337,0,0.9607696533203125,0.5319061279296875,0.9835783414686428,0.9810281318248261,0.9835783414686428,0,2
rwtd_259,0.02275339002527719,0.6945163666980961,0.6945163666980961,1,0.5215606689453125,0.2932586669921875,0.5540669268350938,0.7067413330077047,0.7067413330077047,1,2
rwtd_260,0.033546691923430204,0.9334661471300697,0.9334661471300697,1,0.519683837890625,0.5126800537109375,0.9967053515772769,0.9965264739013029,0.9967053515772769,0,2
rwtd_261,0.019805908203121978,0.9559701492534071,0.9559701492534071,1,0.4498291015625,0.569976806640625,0.9871979133394584,0.983090174019693,0.9871979133394584,0,3
rwtd_262,0.5402316436909164,0.44613703761503887,0.5402316436909164,0,0.9749298095703125,0.5611419677734375,0.9859687287556803,0.9823752433647633,0.9859687287556803,0,2
rwtd_263,0.99383489066532,0.0010853779714131186,0.99383489066532,0,0.473358154296875,0.47412109375,0.99383489066532,0.9944484603148781,0.9944484603148781,1,1
rwtd_265,0.44056721344590904,0.25343322753902386,0.44056721344590904,0,0.4530181884765625,0.1995849609375,0.44056721344590904,0.8004150390623779,0.8004150390623779,1,2
rwtd_268,0.45079428056943266,0.5305613371676495,0.5305613371676495,1,0.960296630859375,0.490386962890625,0.9933349866696654,0.9935807482157486,0.9935807482157486,1,1
rwtd_269,0.9944939921421828,0.002777523425815283,0.9944939921421828,0,0.5319366455078125,0.5293121337890625,0.9944939921421828,0.993777748970738,0.9944939921421828,0,1
rwtd_27,0.5315906693235186,0.2887764819758187,0.5315906693235186,0,0.62823486328125,0.368621826171875,0.618435487046604,0.6885189437426663,0.6885189437426663,1,5
rwtd_270,0.5283660888671069,0.4021787921687093,0.5283660888671069,0,0.883819580078125,0.6445465087890625,0.6445465087889641,0.4719312817810677,0.6445465087889641,0,4
rwtd_274,0.9114344180472871,0.05301190094259545,0.9114344180472871,0,0.6102447509765625,0.558502197265625,0.9310256672459017,0.907342537261863,0.9310256672459017,0,1
rwtd_276,0.3491962047096424,0.6043575521710226,0.6043575521710226,1,0.9270172119140625,0.3292694091796875,0.35026381971491855,0.6707305908202101,0.6707305908202101,1,5
rwtd_28,0.6063906084854661,0.31058478629836284,0.6063906084854661,0,0.797393798828125,0.5013275146484375,0.8634949230262956,0.8524822276626494,0.8634949230262956,0,1
rwtd_280,0.4185414171493806,0.05683980967484996,0.4185414171493806,0,0.2410430908203125,0.427642822265625,0.44846004439496095,0.6977150895333807,0.6977150895333807,1,3
rwtd_281,0.34647069094135863,0.5740659801743783,0.5740659801743783,1,0.8341064453125,0.4602813720703125,0.8840166823305675,0.8885628015913062,0.8885628015913062,1,1
rwtd_282,0.6737927676712536,0.22037019983420505,0.6737927676712536,0,0.68365478515625,0.47039794921875,0.6861697330445784,0.6034811839442203,0.6861697330445784,0,1
rwtd_288,0.6055355848001904,0.3856464331278132,0.6055355848001904,0,0.981719970703125,0.606201171875,0.6096617764408861,0.39379882812493994,0.6096617764408861,0,2
rwtd_293,0.23343484454044075,0.47557640300073717,0.47557640300073717,1,0.6199798583984375,0.1463623046875,0.3572481572480222,0.8536376953123698,0.8536376953123698,1,6
rwtd_294,0.899914057703892,0.05798323191759147,0.899914057703892,0,0.616943359375,0.563690185546875,0.9904575022845572,0.9876259193415637,0.9904575022845572,0,2
rwtd_299,0.5345445083873309,0.4640350341796167,0.5345445083873309,0,0.9969482421875,0.5329132080078125,0.5541100128511394,0.5079820776633741,0.5541100128511394,0,2
rwtd_3,0.458301661418095,0.29867239205793045,0.458301661418095,0,0.617767333984375,0.6117401123046875,0.631606513665265,0.4336117733828865,0.631606513665265,0,4
rwtd_30,0.4592912920386306,0.5287344001224211,0.5287344001224211,1,0.9774017333984375,0.4540557861328125,0.4892615670156952,0.5459442138671042,0.5459442138671042,1,4
rwtd_300,0.0017551624669950466,0.9955780808867664,0.9955780808867664,1,0.4483642578125,0.55316162109375,0.9964154741222059,0.9955780808867664,0.9964154741222059,0,1
rwtd_302,0.01384168571958014,0.9539507543947359,0.9539507543947359,1,0.5510406494140625,0.4503631591796875,0.9439295491272984,0.9539507543947359,0.9539507543947359,1,2
rwtd_303,0.02222598991969324,0.9518853868192662,0.9518853868192662,1,0.6556396484375,0.3563385009765625,0.9125780924610942,0.9518853868192662,0.9518853868192662,1,2
rwtd_304,0.803318169654445,0.059961553248741264,0.803318169654445,0,0.3343353271484375,0.2826385498046875,0.803318169654445,0.9072047807421709,0.9072047807421709,1,1
